Al,B,Ba,Bi,Ca,Ce,Co,Cr,Cs,Cu,Fe,K,La,Li,Mg,Mn,Mo,Na,Nb,Nd,Ni,P,Rb,S,Sb,Si,Siloxane,Sn,Sr,Te,Ti,V,W,Zn,Zr,Ac_source,Fa_source,Stabilizer,Ratio_Ac/Fa,Ratio_Stab/Fa,O_Percentage,LHSV__ml/h/g_,Temperature__K_,STY_MA+AA_(mmol/h/g)
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6882405582207655,-0.19415732811789355,-0.6091274051547718,0.5,1.0,0.0,7.2,663.0,14.90164668850127
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6882405582207655,-0.19415732811789355,-0.6091274051547718,0.5,1.0,0.0,7.2,663.0,20.23223498611898
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,0.2,0.0,100.0,1.0,633.0,0.8264491835392516
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,100.0,1.0,633.0,2.051033978527193
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,0.4,0.0,100.0,1.66,633.0,2.283383057791335
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,0.4,0.0,0.0,1.0,633.0,1.294475002881371
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,0.4,0.0,0.0,1.0,633.0,1.766123877216917
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,0.0,1.0,633.0,2.891139794209217
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,0.4,0.0,21.0,1.0,633.0,1.630842938154373
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,21.0,1.0,633.0,2.629351562383224
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,21.0,5.0,633.0,7.338151450099357
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,21.0,1.0,623.0,0.8909859611231106
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,21.0,1.0,623.0,0.972259179265659
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,3.0,0.0,100.0,2.666666666666667,623.0,2.486910633042796
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,3.0,0.0,100.0,2.666666666666667,643.0,4.218909578452532
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,1.33,633.0,1.166689041354884
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,3.0,0.0,4.5,0.44,633.0,0.8882615471525995
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,21.0,1.0,623.0,0.8248099352051836
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,0.4433333333333334,633.0,1.715683220312576
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,2.216666666666667,633.0,4.258643622866135
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,0.4433333333333334,633.0,0.7641106978826797
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,0.4433333333333334,633.0,1.114582804644869
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,0.4433333333333334,633.0,1.328533800052019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,0.4433333333333334,633.0,1.318345657413583
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,0.4433333333333334,633.0,1.428377597908689
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,0.4433333333333334,633.0,1.110507547589495
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,4.0,1.333333333333333,633.0,2.435961924077114
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,4.0,1.333333333333333,633.0,3.247949232102819
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,1.333333333333333,633.0,3.846883326914776
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,1.333333333333333,633.0,3.546521561418445
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,1.333333333333333,633.0,2.792856697240634
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,1.333333333333333,633.0,2.242416016515497
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,0.4433333333333334,633.0,1.248842148334175
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,0.4433333333333334,633.0,1.256074812674627
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,0.4433333333333334,633.0,1.706493515652707
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,21.0,2.0,643.0,3.757691144708424
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,100.0,2.0,643.0,2.076870410367171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,2.5,0.0,21.0,2.0,643.0,5.535637149028079
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,0.0,1.66,643.0,1.279067674586033
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,0.0,1.66,643.0,1.681659467242621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,0.0,2.0,653.0,0.774
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,0.0,2.0,653.0,0.7859999999999999
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,0.0,2.0,653.0,0.792
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,0.0,2.0,653.0,0.846
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,0.0,2.0,653.0,0.9059999999999999
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,0.0,2.0,653.0,0.918
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,0.0,2.0,653.0,0.942
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,0.0,2.0,653.0,1.014
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,0.0,2.0,653.0,1.044
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,0.0,2.0,653.0,1.116
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,21.0,1.0,623.0,0.0452915766738661
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,3.0,0.0,4.5,0.44,633.0,1.092253912062934
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,3.0,0.0,100.0,2.666666666666667,623.0,3.275443272788073
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,3.0,0.0,100.0,2.666666666666667,643.0,5.409777999837072
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.13012492143235646,0.0,2.5,0.0,2.25,0.44,633.0,0.8473623668792444
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,3.0,0.0,4.5,0.44,633.0,1.497223641843269
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,3.0,0.0,2.25,0.44,633.0,1.342631167931669
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,3.0,0.0,4.5,1.32,633.0,3.221065796579677
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,10.0,0.0,0.0,2.0,643.0,0.6770641338786256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,10.0,0.0,0.0,2.0,643.0,0.5234107665098233
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,10.0,0.0,0.0,2.0,643.0,0.6770641338786256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,7.5,0.0,0.0,2.0,643.0,0.9456167857111814
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,21.0,1.0,623.0,0.6542116630669548
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,3.0,0.0,100.0,2.666666666666667,623.0,2.003826076275772
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,3.0,0.0,100.0,2.666666666666667,643.0,2.893351550265347
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.19415732811789355,0.0,3.0,0.0,100.0,2.34231115714426,633.0,7.685634535477528
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.19415732811789355,0.0,3.0,0.0,100.0,2.34231115714426,633.0,10.10657531639547
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.19415732811789355,0.0,3.0,0.0,100.0,2.34231115714426,633.0,10.46241951343293
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.19415732811789355,0.0,3.0,0.0,100.0,2.34231115714426,633.0,9.635344308053416
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.19415732811789355,0.0,3.0,0.0,100.0,5.0,623.0,13.68434038301416
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.19415732811789355,0.0,3.0,0.0,100.0,5.0,623.0,17.33580195004163
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.19415732811789355,0.0,3.0,0.0,100.0,5.0,623.0,17.54505867110741
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.9186463934840646,-0.19415732811789355,0.0,3.0,0.0,100.0,5.0,623.0,18.07017357202331
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.19415732811789355,0.0,3.0,0.0,100.0,5.0,623.0,19.06192839300583
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,4.0,1.333333333333333,633.0,2.420641408831346
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,4.0,1.333333333333333,633.0,2.880256866204387
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,4.0,1.333333333333333,633.0,3.125385110136675
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,4.0,1.333333333333333,633.0,3.033462018662067
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,0.0,0.44,633.0,1.01056186830644
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,0.44,633.0,1.450154752798345
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,0.44,633.0,0.6014824710166493
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.9186463934840646,-0.6734772969998087,0.0,2.5,0.0,3.0,0.44,633.0,0.6327753511306047
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,21.0,1.0,623.0,0.4906587473002161
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.9186463934840646,-0.19415732811789355,0.0,3.0,0.0,1.0,2.5,638.0,7.869421565362199
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,21.0,1.0,623.0,0.4977041036717064
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9186463934840646,-0.19415732811789355,0.0,3.0,0.0,100.0,2.28783880465252,673.0,4.775040441526312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9186463934840646,-0.19415732811789355,0.0,3.0,0.0,100.0,2.28783880465252,673.0,5.648172043010754
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,21.0,1.0,623.0,0.2511166306695465
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,21.0,1.2,623.0,1.212167332354212
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,21.0,1.2,623.0,0.9152924607343416
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,21.0,1.2,623.0,1.209156348336933
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6882405582207655,-0.19415732811789355,0.0,5.0,0.0,0.0,1.2,643.0,1.298358531317495
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6882405582207655,-0.6734772969998087,0.0,5.0,0.0,0.0,1.2,643.0,1.093485388871236
